Distance (m),Depth (m)
1.198700000000000000e+04,1.811024376553055149e+01
1.198800000000000000e+04,1.810772607944361923e+01
1.198900000000000000e+04,1.810522444004956100e+01
1.199000000000000000e+04,1.810273897193125237e+01
1.199100000000000000e+04,1.810026979967160798e+01
1.199200000000000000e+04,1.809781704785351408e+01
1.199300000000000000e+04,1.809538084105986044e+01
1.199400000000000000e+04,1.809296130387355817e+01
1.199500000000000000e+04,1.809055856087748637e+01
1.199600000000000000e+04,1.808817273665454550e+01
1.199700000000000000e+04,1.808580395578763600e+01
1.199800000000000000e+04,1.808345234285964054e+01
1.199900000000000000e+04,1.808111802245347377e+01
1.200000000000000000e+04,1.807880111915201127e+01
1.200100000000000000e+04,1.807650175753815347e+01
1.200200000000000000e+04,1.807422006219480082e+01
1.200300000000000000e+04,1.807195615770484665e+01
1.200400000000000000e+04,1.806971016865118429e+01
1.200500000000000000e+04,1.806748221961670708e+01
1.200600000000000000e+04,1.806527243518431547e+01
1.200700000000000000e+04,1.806308093993690278e+01
1.200800000000000000e+04,1.806090785845735525e+01
1.200900000000000000e+04,1.805875331532858752e+01
1.201000000000000000e+04,1.805661743513347517e+01
1.201100000000000000e+04,1.805450034245492219e+01
1.201200000000000000e+04,1.805240216187581836e+01
1.201300000000000000e+04,1.805032301797906413e+01
1.201400000000000000e+04,1.804826303534755638e+01
1.201500000000000000e+04,1.804622233856418845e+01
1.201600000000000000e+04,1.804420105221185366e+01
1.201700000000000000e+04,1.804219930087344181e+01
1.201800000000000000e+04,1.804021720913185689e+01
1.201900000000000000e+04,1.803825490156999223e+01
1.202000000000000000e+04,1.803631250277073761e+01
1.202100000000000000e+04,1.803439013731699703e+01
1.202200000000000000e+04,1.803248792979165671e+01
1.202300000000000000e+04,1.803060600477761710e+01
1.202400000000000000e+04,1.802874448685777153e+01
1.202500000000000000e+04,1.802690350061500979e+01
1.202600000000000000e+04,1.802508317063224297e+01
1.202700000000000000e+04,1.802328362149234664e+01
1.202800000000000000e+04,1.802150497777822835e+01
1.202900000000000000e+04,1.801974736407278499e+01
1.203000000000000000e+04,1.801801090495889923e+01
1.203100000000000000e+04,1.801629572501947507e+01
1.203200000000000000e+04,1.801460194883740584e+01
1.203300000000000000e+04,1.801292970099558843e+01
1.203400000000000000e+04,1.801127910607691263e+01
1.203500000000000000e+04,1.800965028866427886e+01
1.203600000000000000e+04,1.800804337334058403e+01
1.203700000000000000e+04,1.800645848468871435e+01
1.203800000000000000e+04,1.800489574729157383e+01
1.203900000000000000e+04,1.800335528573205224e+01
1.204000000000000000e+04,1.800183722459304292e+01
1.204100000000000000e+04,1.800034168845744986e+01
1.204200000000000000e+04,1.799886880190815930e+01
1.204300000000000000e+04,1.799741868952807167e+01
1.204400000000000000e+04,1.799599147590008030e+01
1.204500000000000000e+04,1.799458728560707499e+01
1.204600000000000000e+04,1.799320624323196327e+01
1.204700000000000000e+04,1.799184847335762782e+01
1.204800000000000000e+04,1.799051410056697620e+01
1.204900000000000000e+04,1.798920324944288396e+01
1.205000000000000000e+04,1.798791604456826931e+01
1.205100000000000000e+04,1.798665261052600783e+01
1.205200000000000000e+04,1.798541307189900706e+01
1.205300000000000000e+04,1.798419755327016034e+01
1.205400000000000000e+04,1.798300617922235745e+01
1.205500000000000000e+04,1.798183907433850237e+01
1.205600000000000000e+04,1.798069636320147779e+01
1.205700000000000000e+04,1.797957817039418771e+01
1.205800000000000000e+04,1.797848462049952545e+01
1.205900000000000000e+04,1.797741583810038080e+01
1.206000000000000000e+04,1.797637194777966130e+01
1.206100000000000000e+04,1.797535307412024963e+01
1.206200000000000000e+04,1.797435934170504623e+01
1.206300000000000000e+04,1.797339087511694800e+01
1.206400000000000000e+04,1.797244779893884470e+01
1.206500000000000000e+04,1.797153023775363678e+01
1.206600000000000000e+04,1.797063831614421758e+01
1.206700000000000000e+04,1.796977215869347688e+01
1.206800000000000000e+04,1.796893188998431867e+01
1.206900000000000000e+04,1.796811763459962918e+01
1.207000000000000000e+04,1.796732951712231596e+01
1.207100000000000000e+04,1.796656766213526168e+01
1.207200000000000000e+04,1.796583219422136679e+01
1.207300000000000000e+04,1.796512323796352462e+01
1.207400000000000000e+04,1.796444091794462850e+01
1.207500000000000000e+04,1.796378535874758242e+01
1.207600000000000000e+04,1.796315668495526907e+01
1.207700000000000000e+04,1.796255502115059954e+01
1.207800000000000000e+04,1.796198049191644941e+01
1.207900000000000000e+04,1.796143322183572621e+01
1.208000000000000000e+04,1.796091333549132329e+01
1.208100000000000000e+04,1.796042095746613398e+01
1.208200000000000000e+04,1.795995621234305872e+01
1.208300000000000000e+04,1.795951922470498019e+01
1.208400000000000000e+04,1.795911011913480237e+01
1.208500000000000000e+04,1.795872902021542572e+01
1.208600000000000000e+04,1.795837605252973646e+01
1.208700000000000000e+04,1.795805134066063147e+01
1.208800000000000000e+04,1.795775500919100764e+01
1.208900000000000000e+04,1.795748718270375477e+01
1.209000000000000000e+04,1.795724798578177683e+01
1.209100000000000000e+04,1.795703754300796362e+01
1.209200000000000000e+04,1.795685597896520846e+01
1.209300000000000000e+04,1.795670341823641181e+01
1.209400000000000000e+04,1.795657998540446343e+01
1.209500000000000000e+04,1.795648580505226377e+01
1.209600000000000000e+04,1.795642100176269906e+01
1.209700000000000000e+04,1.795638570011867685e+01
1.209800000000000000e+04,1.795638002470307981e+01
1.209900000000000000e+04,1.795640410009881549e+01
1.210000000000000000e+04,1.795645805088877012e+01
1.210100000000000000e+04,1.795654200165583703e+01
1.210200000000000000e+04,1.795665607698292021e+01
1.210300000000000000e+04,1.795680040145290590e+01
1.210400000000000000e+04,1.795697509964869809e+01
1.210500000000000000e+04,1.795718029615317946e+01
1.210600000000000000e+04,1.795741611554925754e+01
1.210700000000000000e+04,1.795768268241982213e+01
1.210800000000000000e+04,1.795798012134776656e+01
1.210900000000000000e+04,1.795830855691599481e+01
1.211000000000000000e+04,1.795866811370738958e+01
1.211100000000000000e+04,1.795905891630485485e+01
1.211200000000000000e+04,1.795948108929127329e+01
1.211300000000000000e+04,1.795993475724955601e+01
1.211400000000000000e+04,1.796042004476259279e+01
1.211500000000000000e+04,1.796093707641327697e+01
1.211600000000000000e+04,1.796148597678450187e+01
1.211700000000000000e+04,1.796206687045916084e+01
1.211800000000000000e+04,1.796267988202015786e+01
1.211900000000000000e+04,1.796332513605038272e+01
1.212000000000000000e+04,1.796400275713272521e+01
1.212100000000000000e+04,1.796471286985009641e+01
1.212200000000000000e+04,1.796545559878537190e+01
1.212300000000000000e+04,1.796623106852145568e+01
1.212400000000000000e+04,1.796703940364124819e+01
1.212500000000000000e+04,1.796788072872763564e+01
1.212600000000000000e+04,1.796875516836351849e+01
1.212700000000000000e+04,1.796966284713179007e+01
1.212800000000000000e+04,1.797060388961534372e+01
1.212900000000000000e+04,1.797157842039707631e+01
1.213000000000000000e+04,1.797258656405988120e+01
1.213100000000000000e+04,1.797362844518666236e+01
1.213200000000000000e+04,1.797470418836029893e+01
1.213300000000000000e+04,1.797581391816369845e+01
1.213400000000000000e+04,1.797695775917975425e+01
1.213500000000000000e+04,1.797813583599135256e+01
1.213600000000000000e+04,1.797934827318140449e+01
1.213700000000000000e+04,1.798059519533279271e+01
1.213800000000000000e+04,1.798187672702841411e+01
1.213900000000000000e+04,1.798319299285116557e+01
1.214000000000000000e+04,1.798454411738394043e+01
1.214100000000000000e+04,1.798593022520964269e+01
1.214200000000000000e+04,1.798735144091114790e+01
1.214300000000000000e+04,1.798880788907137784e+01
1.214400000000000000e+04,1.799029969427320097e+01
1.214500000000000000e+04,1.799182698109952838e+01
1.214600000000000000e+04,1.799338987413325341e+01
1.214700000000000000e+04,1.799498849795726230e+01
1.214800000000000000e+04,1.799662297715446613e+01
1.214900000000000000e+04,1.799829343630774403e+01
1.215000000000000000e+04,1.800000000000000000e+01
1.215100000000000000e+04,1.800174275620071285e+01
1.215200000000000000e+04,1.800352164642572461e+01
1.215300000000000000e+04,1.800533657557744505e+01
1.215400000000000000e+04,1.800718744855830877e+01
1.215500000000000000e+04,1.800907417027073265e+01
1.215600000000000000e+04,1.801099664561713354e+01
1.215700000000000000e+04,1.801295477949994250e+01
1.215800000000000000e+04,1.801494847682157996e+01
1.215900000000000000e+04,1.801697764248447342e+01
1.216000000000000000e+04,1.801904218139103264e+01
1.216100000000000000e+04,1.802114199844368869e+01
1.216200000000000000e+04,1.802327699854486198e+01
1.216300000000000000e+04,1.802544708659697292e+01
1.216400000000000000e+04,1.802765216750245258e+01
1.216500000000000000e+04,1.802989214616370717e+01
1.216600000000000000e+04,1.803216692748317840e+01
1.216700000000000000e+04,1.803447641636327603e+01
1.216800000000000000e+04,1.803682051770642403e+01
1.216900000000000000e+04,1.803919913641504280e+01
1.217000000000000000e+04,1.804161217739156342e+01
1.217100000000000000e+04,1.804405954553840274e+01
1.217200000000000000e+04,1.804654114575798118e+01
1.217300000000000000e+04,1.804905688295272270e+01
1.217400000000000000e+04,1.805160666202505482e+01
1.217500000000000000e+04,1.805419038787739439e+01
1.217600000000000000e+04,1.805680796541216537e+01
1.217700000000000000e+04,1.805945929953178464e+01
1.217800000000000000e+04,1.806214429513868680e+01
1.217900000000000000e+04,1.806486285713528517e+01
1.218000000000000000e+04,1.806761489042400370e+01
1.218100000000000000e+04,1.807040029990726282e+01
1.218200000000000000e+04,1.807321899048749003e+01
1.218300000000000000e+04,1.807607086706710575e+01
1.218400000000000000e+04,1.807895583454853394e+01
1.218500000000000000e+04,1.808187379783418791e+01
1.218600000000000000e+04,1.808482466182650583e+01
1.218700000000000000e+04,1.808780833142789746e+01
1.218800000000000000e+04,1.809082471154079030e+01
1.218900000000000000e+04,1.809387370706760123e+01
1.219000000000000000e+04,1.809695522291076131e+01
1.219100000000000000e+04,1.810006916397269094e+01
1.219200000000000000e+04,1.810321543515580700e+01
1.219300000000000000e+04,1.810639394136252989e+01
1.219400000000000000e+04,1.810960458749529423e+01
1.219500000000000000e+04,1.811284727845651688e+01
1.219600000000000000e+04,1.811612191914861469e+01
1.219700000000000000e+04,1.811942841447401520e+01
1.219800000000000000e+04,1.812276666933513880e+01
1.219900000000000000e+04,1.812613658863441302e+01
1.220000000000000000e+04,1.812953807727425115e+01
1.220100000000000000e+04,1.813297104015708427e+01
1.220200000000000000e+04,1.813643538218532569e+01
1.220300000000000000e+04,1.813993100826141003e+01
1.220400000000000000e+04,1.814345782328775059e+01
1.220500000000000000e+04,1.814701573216677488e+01
1.220600000000000000e+04,1.815060463980089622e+01
1.220700000000000000e+04,1.815422445109254923e+01
1.220800000000000000e+04,1.815787507094414721e+01
1.220900000000000000e+04,1.816155640425811768e+01
1.221000000000000000e+04,1.816526835593687750e+01
1.221100000000000000e+04,1.816901083088285773e+01
1.221200000000000000e+04,1.817278373399847169e+01
1.221300000000000000e+04,1.817658697018615399e+01
1.221400000000000000e+04,1.818042044434830729e+01
1.221500000000000000e+04,1.818428406138737685e+01
1.221600000000000000e+04,1.818817772620576889e+01
1.221700000000000000e+04,1.819210134370591092e+01
1.221800000000000000e+04,1.819605481879021980e+01
1.221900000000000000e+04,1.820003805636113015e+01
1.222000000000000000e+04,1.820405096132105527e+01
1.222100000000000000e+04,1.820809343857242624e+01
1.222200000000000000e+04,1.821216539301764925e+01
1.222300000000000000e+04,1.821626672955916248e+01
1.222400000000000000e+04,1.822039735309938280e+01
1.222500000000000000e+04,1.822455716854073415e+01
1.222600000000000000e+04,1.822874608078562630e+01
1.222700000000000000e+04,1.823296399473650453e+01
1.222800000000000000e+04,1.823721081529577503e+01
1.222900000000000000e+04,1.824148644736586888e+01
1.223000000000000000e+04,1.824579079584919583e+01
1.223100000000000000e+04,1.825012376564819050e+01
1.223200000000000000e+04,1.825448526166526975e+01
1.223300000000000000e+04,1.825887518880286109e+01
1.223400000000000000e+04,1.826329345196337428e+01
1.223500000000000000e+04,1.826773995604925105e+01
1.223600000000000000e+04,1.827221460596290115e+01
1.223700000000000000e+04,1.827671730660674854e+01
1.223800000000000000e+04,1.828124796288321363e+01
1.223900000000000000e+04,1.828580647969472750e+01
1.224000000000000000e+04,1.829039276194370345e+01
1.224100000000000000e+04,1.829500671453256899e+01
1.224200000000000000e+04,1.829964824236373744e+01
1.224300000000000000e+04,1.830431725033964696e+01
1.224400000000000000e+04,1.830901364336270731e+01
1.224500000000000000e+04,1.831373732633534956e+01
1.224600000000000000e+04,1.831848820415998702e+01
1.224700000000000000e+04,1.832326618173905075e+01
1.224800000000000000e+04,1.832807116397495406e+01
1.224900000000000000e+04,1.833290305577012802e+01
1.225000000000000000e+04,1.833776176202699304e+01
1.225100000000000000e+04,1.834264718764796598e+01
1.225200000000000000e+04,1.834755923753547435e+01
1.225300000000000000e+04,1.835249781659193857e+01
1.225400000000000000e+04,1.835746282971978616e+01
1.225500000000000000e+04,1.836245418182142686e+01
1.225600000000000000e+04,1.836747177779930240e+01
1.225700000000000000e+04,1.837251552255581899e+01
1.225800000000000000e+04,1.837758532099340414e+01
1.225900000000000000e+04,1.838268107801447826e+01
1.226000000000000000e+04,1.838780269852146887e+01
1.226100000000000000e+04,1.839295008741679283e+01
1.226200000000000000e+04,1.839812314960288120e+01
1.226300000000000000e+04,1.840332178998214374e+01
1.226400000000000000e+04,1.840854591345701152e+01
1.226500000000000000e+04,1.841379542492990495e+01
1.226600000000000000e+04,1.841907022930324800e+01
1.226700000000000000e+04,1.842437023147946107e+01
1.226800000000000000e+04,1.842969533636096457e+01
1.226900000000000000e+04,1.843504544885018959e+01
1.227000000000000000e+04,1.844042047384954586e+01
1.227100000000000000e+04,1.844582031626146090e+01
1.227200000000000000e+04,1.845124488098836224e+01
1.227300000000000000e+04,1.845669407293267028e+01
1.227400000000000000e+04,1.846216779699680544e+01
1.227500000000000000e+04,1.846766595808318456e+01
1.227600000000000000e+04,1.847318846109424229e+01
1.227700000000000000e+04,1.847873521093239191e+01
1.227800000000000000e+04,1.848430611250006095e+01
1.227900000000000000e+04,1.848990107069966271e+01
1.228000000000000000e+04,1.849551999043363182e+01
1.228100000000000000e+04,1.850116277660438513e+01
1.228200000000000000e+04,1.850682933411434661e+01
1.228300000000000000e+04,1.851251956786592956e+01
1.228400000000000000e+04,1.851823338276156861e+01
1.228500000000000000e+04,1.852397068370368416e+01
1.228600000000000000e+04,1.852973137559469308e+01
1.228700000000000000e+04,1.853551536333701932e+01
1.228800000000000000e+04,1.854132255183309042e+01
1.228900000000000000e+04,1.854715284598532676e+01
1.229000000000000000e+04,1.855300615069614167e+01
1.229100000000000000e+04,1.855888237086796622e+01
1.229200000000000000e+04,1.856478141140322435e+01
1.229300000000000000e+04,1.857070317720433650e+01
1.229400000000000000e+04,1.857664757317372306e+01
1.229500000000000000e+04,1.858261450421380800e+01
1.229600000000000000e+04,1.858860387522701174e+01
1.229700000000000000e+04,1.859461559111575824e+01
1.229800000000000000e+04,1.860064955678247145e+01
1.229900000000000000e+04,1.860670567712957180e+01
1.230000000000000000e+04,1.861278385705947969e+01
1.230100000000000000e+04,1.861888400147462264e+01
1.230200000000000000e+04,1.862500601527742106e+01
1.230300000000000000e+04,1.863114980337029536e+01
1.230400000000000000e+04,1.863731527065566951e+01
